EmployeeID,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
341,27,No,Travel_Rarely,889,Human Resources,22,1,Technical Degree,1,2,Male,58,1,3,Manager,4,Married,8436,4593,9,Y,Yes,16,3,1,80,0,1,4,4,0,0,4,5
342,39,Yes,Travel_Frequently,1457,Research & Development,12,3,Other,1,1,Male,49,2,3,Healthcare Representative,3,Single,5931,14893,7,Y,No,22,3,4,80,0,38,0,3,38,5,13,8
343,38,No,Travel_Frequently,1334,Sales,26,3,Medical,1,2,Female,83,4,5,Sales Executive,3,Divorced,12563,18235,8,Y,No,19,3,4,80,0,24,4,4,8,5,13,16
344,23,No,Travel_Rarely,224,Human Resources,12,3,Medical,1,3,Female,48,4,2,Human Resources,1,Single,7670,9453,0,Y,No,22,3,2,80,3,15,5,3,15,11,0,13
345,24,Yes,Travel_Rarely,127,Research & Development,19,4,Medical,1,2,Female,47,3,4,Research Scientist,1,Married,6192,25770,5,Y,No,18,3,1,80,2,37,0,2,37,2,4,1
346,56,No,Non-Travel,630,Human Resources,19,5,Marketing,1,2,Female,50,3,1,Human Resources,4,Divorced,1365,14465,2,Y,No,22,3,1,80,1,11,3,4,11,11,5,17
347,47,No,Travel_Rarely,654,Human Resources,4,1,Life Sciences,1,3,Female,33,2,3,Human Resources,2,Single,13476,19840,1,Y,No,12,3,1,80,2,30,1,1,30,10,6,1
348,23,Yes,Travel_Frequently,119,Sales,12,3,Technical Degree,1,2,Female,80,3,2,Sales Representative,4,Divorced,19481,24202,1,Y,Yes,16,3,1,80,1,36,0,1,36,18,12,15
349,36,No,Non-Travel,390,Human Resources,25,2,Human Resources,1,3,Female,46,3,3,Human Resources,1,Married,3589,22523,6,Y,No,11,4,4,80,1,29,1,2,10,4,2,4
350,24,Yes,Travel_Frequently,432,Human Resources,3,3,Human Resources,1,3,Female,41,1,2,Manager,1,Divorced,18937,17191,4,Y,Yes,18,4,4,80,1,19,0,4,0,0,15,1
351,43,No,Travel_Frequently,640,Research & Development,29,1,Human Resources,1,1,Male,31,2,1,Manager,3,Married,13026,14408,2,Y,Yes,20,3,1,80,1,28,3,3,26,4,14,2
352,47,No,Travel_Frequently,510,Research & Development,13,3,Life Sciences,1,3,Female,92,2,4,Research Director,2,Single,3821,11215,7,Y,No,11,3,4,80,1,34,5,1,34,14,6,10
353,56,No,Non-Travel,968,Human Resources,9,3,Other,1,2,Male,48,1,3,Human Resources,4,Married,15102,4771,4,Y,Yes,24,3,4,80,1,24,5,2,24,1,8,5
354,45,No,Travel_Rarely,996,Sales,12,5,Technical Degree,1,1,Male,39,2,3,Sales Executive,3,Divorced,7516,26157,5,Y,No,11,3,4,80,1,21,3,4,21,9,10,3
355,34,No,Travel_Rarely,962,Human Resources,23,5,Medical,1,4,Male,74,2,2,Manager,4,Divorced,5128,20995,0,Y,Yes,16,3,1,80,2,33,2,1,33,0,3,15
356,44,Yes,Travel_Frequently,866,Human Resources,6,5,Human Resources,1,2,Female,78,3,4,Manager,4,Divorced,18784,11375,9,Y,Yes,25,4,1,80,0,26,6,3,26,11,3,2
357,57,No,Non-Travel,695,Human Resources,28,4,Medical,1,2,Female,100,4,1,Human Resources,1,Single,18858,17481,1,Y,No,16,4,4,80,3,31,6,4,26,3,12,0
358,50,No,Travel_Rarely,133,Research & Development,1,2,Marketing,1,3,Female,51,4,2,Laboratory Technician,4,Divorced,11081,14918,3,Y,Yes,20,3,1,80,3,18,1,2,18,8,12,5
359,51,No,Non-Travel,634,Research & Development,27,5,Medical,1,3,Male,41,1,1,Manager,2,Married,4271,2472,9,Y,No,13,3,1,80,3,14,0,1,10,10,4,14
360,29,No,Travel_Frequently,271,Human Resources,5,1,Other,1,1,Male,88,1,1,Manager,2,Single,7360,11349,4,Y,No,25,3,1,80,3,19,6,4,15,7,11,6
361,49,Yes,Travel_Frequently,1399,Research & Development,15,2,Medical,1,3,Male,52,1,1,Research Scientist,1,Married,16951,13457,7,Y,No,20,3,1,80,1,4,4,2,1,1,8,3
362,19,Yes,Travel_Rarely,162,Sales,11,2,Medical,1,1,Male,64,3,4,Manager,2,Single,17777,5107,5,Y,No,22,3,3,80,3,34,5,2,34,0,15,13
363,30,No,Travel_Frequently,441,Human Resources,26,2,Other,1,4,Female,87,4,5,Manager,4,Divorced,10219,10996,5,Y,No,20,3,4,80,3,16,1,1,16,5,11,11
364,46,No,Non-Travel,823,Human Resources,13,1,Life Sciences,1,2,Female,84,2,3,Human Resources,4,Single,9301,4474,3,Y,No,21,3,2,80,2,32,0,3,10,1,0,10
365,39,No,Non-Travel,547,Human Resources,4,5,Marketing,1,1,Female,85,3,3,Human Resources,2,Single,11545,8553,0,Y,No,23,3,1,80,2,36,3,1,13,13,3,3
366,56,No,Non-Travel,111,Research & Development,15,3,Medical,1,4,Male,98,1,3,Laboratory Technician,1,Divorced,8756,2627,1,Y,Yes,18,3,4,80,2,24,2,3,20,18,10,11
367,53,No,Non-Travel,350,Research & Development,27,3,Human Resources,1,1,Male,58,1,1,Research Scientist,4,Single,2551,5539,5,Y,No,24,3,4,80,1,39,1,3,20,15,2,6
368,52,Yes,Travel_Frequently,1356,Human Resources,26,4,Marketing,1,2,Male,88,1,2,Manager,1,Married,2420,6943,9,Y,No,25,4,4,80,3,16,5,1,0,0,3,16
369,54,No,Non-Travel,271,Human Resources,12,5,Medical,1,2,Male,39,4,1,Human Resources,4,Single,11557,2524,3,Y,Yes,18,3,2,80,3,30,0,2,30,15,10,6
370,37,No,Travel_Frequently,1372,Human Resources,17,2,Technical Degree,1,2,Male,65,4,2,Manager,2,Divorced,4471,12158,9,Y,No,21,3,4,80,0,32,5,2,29,4,3,7
371,29,No,Travel_Rarely,827,Sales,14,2,Medical,1,4,Female,95,3,1,Sales Representative,4,Married,18405,11026,5,Y,Yes,12,3,4,80,3,30,1,3,17,0,9,6
372,56,No,Travel_Rarely,551,Research & Development,4,1,Life Sciences,1,3,Male,38,1,3,Laboratory Technician,4,Single,17183,22417,6,Y,No,17,3,2,80,2,38,3,1,17,16,6,5
373,58,No,Non-Travel,590,Sales,6,3,Other,1,1,Male,53,3,4,Sales Representative,2,Single,4097,2511,7,Y,No,17,3,2,80,2,18,0,4,18,9,5,0
374,48,Yes,Non-Travel,697,Human Resources,27,2,Human Resources,1,2,Male,42,1,3,Manager,4,Divorced,9119,13093,7,Y,Yes,18,3,3,80,3,37,2,1,37,0,11,14
375,37,No,Travel_Rarely,404,Sales,14,2,Other,1,2,Female,93,1,2,Sales Representative,1,Divorced,16880,26375,6,Y,No,16,3,1,80,1,38,3,3,21,16,3,8
376,51,No,Travel_Rarely,186,Human Resources,19,5,Other,1,3,Male,85,4,5,Manager,4,Married,11861,11544,1,Y,No,11,3,2,80,3,22,5,4,11,8,4,16
377,53,Yes,Travel_Frequently,1316,Research & Development,4,1,Technical Degree,1,3,Male,85,3,1,Healthcare Representative,1,Single,10454,10332,2,Y,Yes,16,4,2,80,0,31,5,3,10,9,8,4
378,45,No,Non-Travel,1406,Human Resources,13,4,Technical Degree,1,1,Female,68,3,2,Human Resources,1,Divorced,8180,16374,5,Y,No,23,3,2,80,2,37,1,4,37,2,13,17
379,37,No,Travel_Rarely,385,Sales,17,4,Other,1,3,Female,89,3,4,Sales Representative,2,Married,16120,15873,6,Y,No,18,3,1,80,3,36,0,4,5,5,4,9
380,50,No,Travel_Frequently,1474,Sales,1,4,Human Resources,1,4,Male,40,1,3,Manager,3,Divorced,18810,5601,5,Y,No,20,3,3,80,3,39,5,1,23,4,10,1
381,55,No,Non-Travel,418,Sales,10,3,Other,1,1,Female,55,1,1,Manager,2,Single,17925,7108,9,Y,Yes,25,3,1,80,1,32,1,4,32,1,3,15
382,46,No,Non-Travel,635,Sales,27,5,Other,1,4,Male,85,2,1,Manager,4,Single,10836,6736,3,Y,No,13,3,2,80,3,25,3,4,25,1,9,9
383,55,No,Travel_Rarely,159,Human Resources,10,4,Life Sciences,1,4,Male,68,1,5,Human Resources,4,Married,13827,3490,5,Y,No,13,3,4,80,2,31,0,1,31,11,5,11
384,40,No,Travel_Frequently,1043,Human Resources,23,2,Marketing,1,3,Female,38,4,4,Human Resources,2,Married,3065,21946,2,Y,No,20,3,3,80,1,33,5,2,33,12,10,11
385,22,No,Travel_Frequently,576,Human Resources,25,2,Life Sciences,1,2,Female,83,1,1,Manager,1,Divorced,8601,10301,1,Y,No,11,4,1,80,3,10,6,1,2,0,11,0
386,24,Yes,Travel_Frequently,563,Sales,7,2,Technical Degree,1,2,Male,33,1,2,Sales Representative,2,Single,19810,6699,0,Y,Yes,16,3,1,80,2,28,1,2,28,12,15,6
387,48,No,Travel_Rarely,1267,Sales,3,2,Human Resources,1,3,Male,45,4,2,Manager,2,Single,19316,21803,8,Y,No,16,3,3,80,2,32,3,1,32,11,11,2
388,22,No,Travel_Rarely,1295,Sales,16,3,Other,1,1,Male,73,4,3,Sales Representative,3,Single,17974,13056,0,Y,No,13,3,3,80,0,34,1,4,34,18,15,2
389,40,Yes,Travel_Rarely,1119,Human Resources,17,2,Other,1,3,Female,91,3,2,Human Resources,4,Single,3649,3907,0,Y,Yes,23,3,2,80,3,38,5,2,4,4,0,17
390,42,No,Travel_Frequently,822,Research & Development,7,3,Technical Degree,1,1,Male,59,1,5,Research Scientist,2,Single,14995,9536,6,Y,No,22,3,1,80,0,27,6,1,24,4,7,1
391,26,No,Travel_Frequently,367,Sales,20,4,Technical Degree,1,1,Male,39,3,5,Sales Executive,3,Single,2441,18311,5,Y,No,25,4,2,80,3,28,5,3,28,5,9,11
392,59,No,Non-Travel,1097,Human Resources,9,1,Medical,1,2,Male,69,2,1,Manager,1,Married,11457,25847,2,Y,No,11,4,4,80,3,17,0,1,15,15,0,15
393,35,No,Travel_Rarely,885,Sales,13,4,Life Sciences,1,2,Male,78,2,4,Sales Representative,1,Divorced,3777,3806,4,Y,No,11,3,3,80,0,37,4,3,37,12,10,8
394,19,No,Travel_Frequently,1197,Human Resources,15,4,Human Resources,1,3,Male,78,4,2,Human Resources,1,Single,2880,2591,4,Y,No,23,3,3,80,0,27,1,4,21,13,9,10
395,20,No,Travel_Frequently,643,Human Resources,28,2,Technical Degree,1,4,Male,86,1,4,Manager,3,Single,9815,13848,7,Y,Yes,21,4,2,80,3,39,0,1,39,8,2,8
396,22,No,Travel_Rarely,1367,Human Resources,21,1,Medical,1,1,Male,53,4,5,Manager,3,Married,10057,3468,8,Y,Yes,22,3,3,80,2,28,0,4,28,5,11,17
397,56,No,Travel_Frequently,1270,Human Resources,12,4,Life Sciences,1,4,Female,48,1,3,Human Resources,4,Divorced,3547,13899,5,Y,No,17,4,3,80,3,15,2,1,15,11,0,5
398,36,No,Non-Travel,1292,Research & Development,23,3,Medical,1,4,Male,49,4,1,Research Scientist,2,Single,4490,9453,9,Y,No,19,4,4,80,0,9,6,3,9,9,1,15
399,38,No,Travel_Frequently,574,Human Resources,15,3,Other,1,1,Male,86,4,3,Manager,2,Single,10612,13627,8,Y,Yes,19,3,3,80,3,36,4,3,17,6,7,14
400,54,No,Travel_Rarely,268,Research & Development,14,4,Human Resources,1,2,Female,55,2,4,Laboratory Technician,2,Single,14365,7558,1,Y,No,17,3,4,80,0,15,1,3,8,8,1,13
401,28,No,Non-Travel,596,Sales,23,3,Life Sciences,1,3,Female,43,1,1,Manager,4,Divorced,18353,13725,7,Y,No,25,3,4,80,3,32,2,4,4,4,15,4
402,55,No,Non-Travel,1306,Human Resources,9,1,Medical,1,3,Female,73,1,5,Human Resources,3,Divorced,1264,19303,9,Y,No,19,4,4,80,2,32,2,4,32,2,12,10
403,20,Yes,Travel_Frequently,662,Sales,16,4,Medical,1,2,Female,63,1,2,Sales Executive,3,Divorced,10126,11224,2,Y,No,12,3,2,80,0,33,4,1,13,13,1,17
404,18,No,Travel_Frequently,706,Human Resources,4,1,Technical Degree,1,4,Female,63,1,2,Human Resources,3,Married,7665,26068,1,Y,No,16,3,2,80,0,31,2,4,31,0,5,16
405,47,No,Non-Travel,752,Research & Development,7,5,Other,1,1,Male,61,2,5,Manager,1,Married,11324,9309,3,Y,Yes,15,3,4,80,1,40,5,4,40,16,15,9
406,58,No,Non-Travel,466,Sales,2,4,Other,1,3,Female,60,3,4,Sales Executive,4,Divorced,1113,23620,2,Y,No,25,3,2,80,2,13,5,1,5,5,15,15
407,56,No,Travel_Frequently,961,Human Resources,15,3,Medical,1,4,Male,52,4,3,Manager,1,Divorced,10689,5814,5,Y,Yes,22,3,2,80,3,30,6,2,22,17,15,13
408,19,No,Non-Travel,752,Human Resources,14,4,Technical Degree,1,4,Female,63,1,3,Human Resources,4,Married,8057,25955,3,Y,No,16,3,1,80,2,32,3,1,18,8,13,7
409,52,Yes,Travel_Frequently,286,Human Resources,25,3,Marketing,1,1,Male,96,2,3,Human Resources,2,Divorced,11812,8596,2,Y,No,24,3,2,80,2,39,6,1,13,3,5,11
410,31,No,Travel_Rarely,423,Research & Development,10,3,Life Sciences,1,2,Male,34,3,1,Research Director,1,Married,2191,23566,6,Y,No,13,3,3,80,0,35,0,1,35,7,2,16
411,19,No,Travel_Frequently,764,Human Resources,14,5,Other,1,1,Female,65,4,2,Manager,1,Single,5984,10753,9,Y,Yes,18,3,4,80,0,38,1,4,0,0,13,17
412,36,No,Non-Travel,323,Research & Development,15,2,Human Resources,1,1,Female,59,4,3,Research Director,1,Married,13539,20547,1,Y,No,21,3,2,80,0,34,0,4,34,16,5,6
413,33,Yes,Travel_Frequently,793,Research & Development,27,2,Life Sciences,1,3,Female,30,3,2,Healthcare Representative,2,Divorced,16525,18108,8,Y,No,18,3,2,80,2,25,3,1,5,4,15,16
414,24,Yes,Travel_Rarely,998,Human Resources,28,1,Life Sciences,1,4,Female,51,4,2,Human Resources,1,Divorced,5179,20020,6,Y,No,17,3,1,80,3,27,2,2,27,2,8,16
415,41,No,Travel_Frequently,533,Research & Development,11,2,Medical,1,4,Male,70,4,2,Healthcare Representative,2,Single,10518,17511,1,Y,No,11,3,2,80,1,36,5,3,36,5,3,17
416,24,No,Travel_Frequently,1389,Research & Development,1,2,Marketing,1,3,Female,69,3,5,Manager,1,Married,6135,10441,8,Y,No,19,3,2,80,0,38,4,3,3,3,4,3
417,35,No,Non-Travel,1340,Human Resources,9,5,Other,1,4,Male,51,1,2,Human Resources,2,Single,4361,5086,9,Y,No,13,3,4,80,0,36,2,4,11,8,2,1
418,46,No,Travel_Frequently,1073,Sales,12,3,Human Resources,1,3,Male,57,2,3,Manager,1,Divorced,10923,6776,6,Y,No,19,3,3,80,0,27,4,2,27,15,13,11
419,41,No,Travel_Rarely,503,Sales,15,3,Human Resources,1,2,Male,69,3,1,Sales Executive,2,Married,8014,10409,8,Y,No,25,3,3,80,0,29,5,4,29,11,8,15
420,34,No,Non-Travel,1219,Research & Development,26,1,Life Sciences,1,3,Male,49,2,2,Research Scientist,4,Single,2006,15842,1,Y,No,11,3,1,80,2,36,0,4,17,1,8,6
421,39,No,Travel_Rarely,235,Human Resources,7,5,Medical,1,3,Male,52,4,1,Human Resources,1,Married,13010,22034,3,Y,No,22,3,2,80,0,37,2,4,20,5,8,17
422,39,Yes,Non-Travel,278,Research & Development,6,3,Human Resources,1,1,Male,31,2,3,Research Scientist,4,Married,19561,4757,3,Y,Yes,15,3,2,80,1,29,2,1,29,18,1,12
423,29,No,Travel_Rarely,464,Human Resources,10,3,Other,1,4,Female,41,4,3,Manager,4,Divorced,11348,14008,5,Y,No,23,3,4,80,1,36,0,2,17,4,12,4
424,45,No,Travel_Rarely,1059,Human Resources,9,1,Life Sciences,1,2,Female,47,4,5,Human Resources,3,Married,12221,14292,9,Y,No,17,3,1,80,2,22,5,1,22,9,3,11
425,44,No,Travel_Rarely,146,Sales,15,5,Technical Degree,1,4,Female,90,2,3,Sales Executive,2,Divorced,4292,14323,9,Y,No,16,3,4,80,2,30,0,3,30,10,7,16
426,45,No,Non-Travel,1175,Sales,7,5,Medical,1,2,Female,36,1,3,Sales Representative,2,Single,1944,13435,7,Y,No,17,3,1,80,1,25,1,2,17,17,5,9
427,29,No,Travel_Frequently,112,Research & Development,16,2,Marketing,1,1,Female,100,4,2,Research Scientist,2,Married,3963,23997,6,Y,No,24,3,2,80,0,27,3,2,15,6,4,10
428,38,No,Non-Travel,157,Sales,8,5,Medical,1,2,Female,76,3,5,Sales Representative,1,Single,13914,22101,9,Y,No,23,3,1,80,1,38,1,3,18,13,15,6
429,37,Yes,Non-Travel,1086,Sales,2,3,Technical Degree,1,2,Male,80,1,4,Sales Executive,2,Single,13594,13441,1,Y,Yes,21,4,1,80,1,27,2,4,27,2,4,16
430,47,No,Travel_Rarely,1338,Research & Development,26,4,Human Resources,1,3,Female,72,3,1,Manufacturing Director,1,Single,14852,15989,8,Y,No,23,3,1,80,1,25,0,3,0,0,10,8
431,57,No,Travel_Frequently,204,Sales,29,5,Other,1,3,Female,84,3,3,Manager,3,Single,16238,19878,4,Y,Yes,13,3,4,80,0,29,3,1,29,13,10,9
432,56,No,Travel_Rarely,398,Human Resources,21,4,Technical Degree,1,3,Female,88,2,5,Human Resources,4,Divorced,18417,17115,0,Y,Yes,12,3,1,80,1,7,4,2,7,7,3,12
433,39,Yes,Non-Travel,264,Human Resources,27,4,Life Sciences,1,2,Female,68,2,1,Human Resources,1,Married,14140,20881,7,Y,No,14,3,4,80,2,40,5,2,40,9,5,8
434,56,No,Non-Travel,367,Human Resources,9,3,Technical Degree,1,3,Male,58,2,1,Human Resources,1,Divorced,9944,12730,3,Y,Yes,12,3,4,80,3,25,5,4,25,5,10,17
435,53,No,Travel_Frequently,533,Research & Development,18,2,Other,1,4,Female,81,1,5,Research Director,3,Single,11483,22783,7,Y,Yes,19,4,1,80,1,21,5,4,0,0,11,9
436,46,No,Travel_Frequently,1241,Research & Development,24,4,Medical,1,4,Male,78,1,1,Manager,3,Married,6472,9247,3,Y,No,12,3,2,80,1,29,6,4,29,0,12,17
437,31,No,Travel_Rarely,929,Research & Development,16,4,Marketing,1,4,Male,52,4,3,Manager,1,Single,12909,19548,5,Y,No,23,3,2,80,0,26,3,3,26,8,13,13
438,58,No,Travel_Rarely,442,Research & Development,19,4,Other,1,1,Female,32,4,5,Laboratory Technician,1,Divorced,17503,8419,2,Y,No,18,3,2,80,1,8,3,4,1,1,6,10
439,22,No,Travel_Rarely,464,Sales,15,5,Other,1,1,Female,50,2,4,Sales Representative,4,Divorced,16120,4382,0,Y,No,22,3,4,80,3,36,6,2,1,1,12,2
440,52,No,Non-Travel,183,Research & Development,12,4,Other,1,4,Female,45,1,2,Manager,4,Married,15378,26930,9,Y,No,23,3,2,80,2,7,3,1,7,7,10,4
441,31,No,Travel_Frequently,706,Sales,23,4,Marketing,1,4,Female,65,1,2,Sales Representative,4,Single,3436,19191,4,Y,No,11,3,3,80,2,21,5,4,16,3,9,9
442,54,No,Travel_Rarely,1346,Human Resources,10,4,Marketing,1,2,Male,57,3,2,Human Resources,3,Divorced,15422,2489,4,Y,No,16,3,4,80,3,40,4,2,40,9,5,11
443,55,No,Travel_Frequently,461,Human Resources,16,4,Life Sciences,1,1,Female,58,3,2,Human Resources,4,Single,13276,7012,4,Y,No,20,3,1,80,1,33,2,4,32,10,15,14
444,51,No,Travel_Frequently,1235,Human Resources,18,5,Life Sciences,1,1,Female,96,2,2,Human Resources,4,Married,2085,26323,2,Y,No,22,4,2,80,1,23,5,1,14,6,14,5
445,35,Yes,Travel_Rarely,601,Sales,19,5,Technical Degree,1,4,Male,98,1,3,Manager,1,Divorced,7235,4487,3,Y,No,18,3,1,80,3,35,1,2,35,8,3,17
446,56,No,Non-Travel,500,Human Resources,19,5,Technical Degree,1,1,Female,82,3,4,Human Resources,4,Divorced,1323,7878,5,Y,No,19,3,3,80,2,36,2,1,31,9,7,10
447,53,No,Non-Travel,1065,Research & Development,16,2,Medical,1,1,Female,68,1,4,Manufacturing Director,1,Married,15428,22996,8,Y,No,24,3,1,80,1,40,1,2,32,9,9,16
448,51,No,Travel_Rarely,425,Research & Development,20,2,Marketing,1,4,Female,64,2,3,Manager,2,Married,7899,12042,5,Y,Yes,13,3,3,80,2,30,3,3,30,3,9,13
449,44,No,Travel_Rarely,516,Human Resources,7,3,Marketing,1,3,Male,71,4,4,Manager,3,Married,14404,20380,8,Y,No,22,3,2,80,3,3,6,2,0,0,8,3
450,28,No,Travel_Frequently,613,Sales,9,5,Human Resources,1,4,Male,42,1,3,Sales Executive,1,Married,16405,19719,5,Y,No,18,4,1,80,3,37,1,4,20,15,2,10
451,27,No,Non-Travel,1455,Human Resources,9,5,Human Resources,1,3,Male,47,1,3,Manager,2,Married,19820,16703,3,Y,No,13,3,2,80,3,19,2,1,9,9,10,6
452,34,No,Travel_Rarely,1184,Human Resources,2,5,Marketing,1,1,Female,34,3,5,Manager,4,Married,4914,11355,9,Y,No,16,3,1,80,0,38,4,4,38,0,3,17
453,23,No,Non-Travel,413,Sales,21,3,Life Sciences,1,2,Female,88,4,1,Manager,1,Married,7264,20927,4,Y,No,11,3,4,80,0,39,0,4,36,14,7,10
454,34,No,Travel_Frequently,1283,Research & Development,5,2,Medical,1,2,Female,53,1,1,Laboratory Technician,4,Divorced,18453,21817,0,Y,No,23,3,3,80,0,20,2,2,14,14,10,7
455,30,Yes,Travel_Frequently,354,Human Resources,27,4,Life Sciences,1,4,Male,78,1,4,Human Resources,2,Married,9891,15174,3,Y,No,14,3,1,80,0,27,1,2,19,5,3,5
456,49,No,Travel_Frequently,1080,Sales,9,5,Life Sciences,1,4,Male,30,4,4,Sales Executive,2,Married,14611,5372,5,Y,No,16,4,1,80,3,38,6,2,38,11,9,7
457,59,Yes,Non-Travel,120,Human Resources,5,5,Medical,1,2,Female,34,1,5,Human Resources,3,Single,10010,26337,4,Y,Yes,16,3,2,80,3,24,1,1,24,15,5,16
458,60,No,Travel_Frequently,645,Sales,20,3,Life Sciences,1,1,Female,33,4,1,Manager,1,Divorced,6329,6823,6,Y,Yes,11,3,2,80,1,11,0,4,11,11,0,11
459,44,No,Non-Travel,103,Sales,10,4,Technical Degree,1,3,Male,71,3,5,Sales Executive,4,Divorced,16227,25566,1,Y,Yes,18,3,2,80,1,30,1,4,4,3,4,4
460,23,No,Travel_Frequently,775,Sales,23,4,Other,1,3,Male,71,4,3,Manager,2,Divorced,4457,6852,9,Y,Yes,22,4,1,80,3,18,5,2,6,6,1,6
461,27,No,Travel_Frequently,486,Sales,21,5,Technical Degree,1,4,Male,88,3,5,Sales Executive,4,Married,6313,5954,4,Y,Yes,21,3,3,80,2,40,1,3,40,1,8,10
462,47,Yes,Non-Travel,360,Research & Development,4,2,Technical Degree,1,1,Male,100,3,2,Healthcare Representative,1,Married,9622,12154,7,Y,No,17,3,1,80,1,33,3,3,6,6,6,4
463,19,No,Non-Travel,443,Human Resources,12,2,Life Sciences,1,2,Male,49,4,2,Human Resources,1,Married,5982,3696,6,Y,No,15,3,4,80,3,33,3,3,12,11,10,4
464,18,Yes,Travel_Rarely,1086,Human Resources,27,2,Medical,1,4,Male,83,4,5,Manager,2,Single,11219,10239,5,Y,Yes,12,3,3,80,1,35,3,1,4,4,3,4
465,27,No,Travel_Rarely,1454,Sales,15,3,Life Sciences,1,4,Male,39,3,3,Sales Representative,3,Single,4852,14595,4,Y,No,12,3,4,80,1,17,5,1,17,10,15,9
466,24,Yes,Travel_Frequently,666,Sales,29,3,Other,1,3,Female,62,3,1,Manager,4,Single,17213,5407,7,Y,Yes,14,3,2,80,3,15,5,4,5,5,8,3
467,53,No,Non-Travel,303,Human Resources,19,1,Life Sciences,1,2,Female,83,4,1,Manager,4,Married,18014,23297,7,Y,No,24,3,1,80,3,38,6,1,38,18,13,0
468,29,No,Travel_Frequently,836,Sales,27,3,Marketing,1,2,Female,87,1,3,Manager,4,Married,10586,25002,4,Y,No,23,3,2,80,2,6,5,1,1,1,12,11
469,23,Yes,Non-Travel,287,Sales,21,4,Marketing,1,4,Male,78,2,3,Sales Representative,2,Divorced,18645,18000,5,Y,No,16,3,3,80,1,39,1,3,21,11,10,0
470,55,Yes,Travel_Rarely,287,Sales,23,5,Other,1,4,Female,48,3,5,Sales Executive,2,Married,10715,15094,2,Y,No,25,3,3,80,0,35,2,4,19,16,7,14
471,53,Yes,Non-Travel,544,Sales,5,1,Marketing,1,2,Male,91,4,4,Sales Executive,2,Divorced,17212,20156,9,Y,Yes,14,3,4,80,3,9,5,2,9,8,8,11
472,41,Yes,Non-Travel,607,Research & Development,26,5,Human Resources,1,2,Male,94,4,5,Research Director,3,Married,18715,5528,9,Y,No,14,3,2,80,3,23,2,1,23,7,1,14
473,49,Yes,Travel_Frequently,1078,Human Resources,28,2,Life Sciences,1,3,Male,65,3,1,Manager,1,Divorced,6623,21680,7,Y,No,17,3,2,80,3,37,1,4,37,13,14,9
474,39,No,Travel_Rarely,835,Human Resources,19,1,Life Sciences,1,1,Female,50,2,2,Manager,2,Divorced,14350,26959,2,Y,No,24,3,4,80,0,32,2,3,14,14,2,3
475,42,No,Non-Travel,983,Research & Development,29,3,Technical Degree,1,1,Male,63,4,2,Healthcare Representative,3,Single,5547,13602,1,Y,Yes,16,3,1,80,2,30,0,2,26,12,1,17
476,41,Yes,Non-Travel,1255,Sales,12,1,Medical,1,2,Female,53,2,3,Manager,1,Single,18347,24480,2,Y,No,20,3,2,80,3,6,5,1,6,5,5,16
477,19,No,Non-Travel,1163,Sales,6,1,Technical Degree,1,2,Male,73,4,5,Sales Representative,3,Married,4950,16771,1,Y,Yes,21,3,3,80,1,39,2,3,39,1,4,7
478,43,Yes,Non-Travel,1255,Research & Development,19,5,Human Resources,1,4,Male,66,3,2,Laboratory Technician,1,Married,16751,8583,4,Y,No,21,3,4,80,3,3,0,1,2,2,15,0
479,38,No,Non-Travel,214,Research & Development,17,1,Medical,1,1,Female,99,2,3,Research Scientist,3,Divorced,13749,3665,8,Y,No,11,3,3,80,3,39,1,4,35,15,11,17
480,45,Yes,Travel_Rarely,555,Sales,23,3,Life Sciences,1,2,Female,56,1,1,Manager,3,Married,17679,8845,1,Y,No,25,3,2,80,2,32,1,1,32,16,12,7
481,20,No,Non-Travel,736,Research & Development,7,3,Technical Degree,1,1,Female,82,4,3,Research Director,3,Single,9075,18091,4,Y,No,20,3,4,80,0,38,5,4,9,4,14,4
482,22,No,Non-Travel,627,Human Resources,22,4,Marketing,1,3,Female,63,1,1,Human Resources,4,Married,6216,8717,1,Y,Yes,19,4,2,80,1,40,4,1,40,3,1,15
483,25,No,Travel_Frequently,394,Research & Development,15,5,Life Sciences,1,2,Male,70,1,5,Research Scientist,1,Single,7053,7098,5,Y,Yes,24,4,2,80,2,24,3,1,14,1,6,1
484,27,No,Travel_Rarely,1004,Research & Development,3,2,Human Resources,1,3,Male,48,3,1,Research Director,2,Single,8389,24532,1,Y,No,17,3,1,80,1,18,5,2,18,16,10,11
485,24,Yes,Travel_Rarely,1388,Sales,2,5,Human Resources,1,1,Male,90,4,3,Sales Executive,1,Divorced,1121,22280,6,Y,No,18,4,2,80,3,24,4,4,14,0,8,11
486,48,No,Travel_Frequently,628,Human Resources,29,2,Marketing,1,1,Female,68,2,1,Manager,2,Married,12809,15541,8,Y,No,24,3,4,80,1,34,6,2,9,9,11,6
